date;hour;track_name_clean;artist_name_clean;artists;track_name;danceability;energy;liveness;valence;main_artist_clean
2017-04-01;20;toxicity;system of a down;System Of A Down;Toxicity;0.413;0.873;0.204;0.48;system of a down
2017-04-01;20;rise;skillet;Skillet;Rise;0.57;0.921;0.818;0.381;skillet
2017-04-01;20;comatose;skillet;Skillet;Comatose;0.359;0.955;0.349;0.446;skillet
2017-04-01;20;comatose;skillet;Skillet;Comatose;0.359;0.955;0.349;0.446;skillet
2017-04-01;20;rise;skillet;Skillet;Rise;0.57;0.921;0.818;0.381;skillet
2017-04-01;20;not gonna die;skillet;Skillet;Not Gonna Die;0.445;0.953;0.281;0.475;skillet
2017-04-01;20;rise;skillet;Skillet;Rise;0.57;0.921;0.818;0.381;skillet
2017-04-01;20;comatose;skillet;Skillet;Comatose;0.359;0.955;0.349;0.446;skillet
2017-04-01;20;toxicity;system of a down;System Of A Down;Toxicity;0.413;0.873;0.204;0.48;system of a down
2017-04-01;20;believer;imagine dragons;Imagine Dragons;Believer;0.776;0.78;0.081;0.666;imagine dragons
2017-04-01;20;the last of us;gustavo santaolalla;Gustavo Santaolalla;The Last of Us;0.574;0.468;0.098;0.352;gustavo santaolalla
2017-04-01;20;believer;imagine dragons;Imagine Dragons;Believer;0.776;0.78;0.081;0.666;imagine dragons
2017-04-01;20;lily's theme;alexandre desplat;Alexandre Desplat;Lily's Theme;0.179;0.048;0.0775;0.0278;alexandre desplat
2017-04-01;21;rise;skillet;Skillet;Rise;0.57;0.921;0.818;0.381;skillet
2017-04-01;21;rise;skillet;Skillet;Rise;0.57;0.921;0.818;0.381;skillet
2017-04-01;21;lily's theme;alexandre desplat;Alexandre Desplat;Lily's Theme;0.179;0.048;0.0775;0.0278;alexandre desplat
2017-04-02;6;lily's theme;alexandre desplat;Alexandre Desplat;Lily's Theme;0.179;0.048;0.0775;0.0278;alexandre desplat
2017-04-02;6;believer;imagine dragons;Imagine Dragons;Believer;0.776;0.78;0.081;0.666;imagine dragons
2017-04-02;6;jizz in my pants;the lonely island;The Lonely Island;Jizz In My Pants;0.641;0.87;0.618;0.199;the lonely island
2017-04-02;6;toxicity;system of a down;System Of A Down;Toxicity;0.413;0.873;0.204;0.48;system of a down
2017-04-02;6;lily's theme;alexandre desplat;Alexandre Desplat;Lily's Theme;0.179;0.048;0.0775;0.0278;alexandre desplat
2017-04-02;6;"i know you - from the ""fifty shades of grey"" soundtrack";skylar grey;Skylar Grey;"I Know You - From The ""Fifty Shades Of Grey"" Soundtrack";0.421;0.409;0.107;0.152;skylar grey
2017-04-02;6;lily's theme;alexandre desplat;Alexandre Desplat;Lily's Theme;0.179;0.048;0.0775;0.0278;alexandre desplat
2017-04-02;6;lily's theme;alexandre desplat;Alexandre Desplat;Lily's Theme;0.179;0.048;0.0775;0.0278;alexandre desplat
2017-04-02;6;lily's theme;alexandre desplat;Alexandre Desplat;Lily's Theme;0.179;0.048;0.0775;0.0278;alexandre desplat
2017-04-03;11;toxicity;system of a down;System Of A Down;Toxicity;0.413;0.873;0.204;0.48;system of a down
2017-04-03;11;lily's theme;alexandre desplat;Alexandre Desplat;Lily's Theme;0.179;0.048;0.0775;0.0278;alexandre desplat
2017-04-03;11;lily's theme;alexandre desplat;Alexandre Desplat;Lily's Theme;0.179;0.048;0.0775;0.0278;alexandre desplat
2017-04-03;11;lily's theme;alexandre desplat;Alexandre Desplat;Lily's Theme;0.179;0.048;0.0775;0.0278;alexandre desplat
2017-04-03;11;believer;imagine dragons;Imagine Dragons;Believer;0.776;0.78;0.081;0.666;imagine dragons
2017-04-04;4;lily's theme;alexandre desplat;Alexandre Desplat;Lily's Theme;0.179;0.048;0.0775;0.0278;alexandre desplat
2017-04-04;16;lily's theme;alexandre desplat;Alexandre Desplat;Lily's Theme;0.179;0.048;0.0775;0.0278;alexandre desplat
2017-04-04;22;lily's theme;alexandre desplat;Alexandre Desplat;Lily's Theme;0.179;0.048;0.0775;0.0278;alexandre desplat
2017-04-05;21;lily's theme;alexandre desplat;Alexandre Desplat;Lily's Theme;0.179;0.048;0.0775;0.0278;alexandre desplat
2017-04-06;20;believer;imagine dragons;Imagine Dragons;Believer;0.776;0.78;0.081;0.666;imagine dragons
2017-04-06;20;toxicity;system of a down;System Of A Down;Toxicity;0.413;0.873;0.204;0.48;system of a down
2017-04-06;20;lily's theme;alexandre desplat;Alexandre Desplat;Lily's Theme;0.179;0.048;0.0775;0.0278;alexandre desplat
2017-04-07;11;lily's theme;alexandre desplat;Alexandre Desplat;Lily's Theme;0.179;0.048;0.0775;0.0278;alexandre desplat
2017-04-08;19;lily's theme;alexandre desplat;Alexandre Desplat;Lily's Theme;0.179;0.048;0.0775;0.0278;alexandre desplat
2017-04-08;20;believer;imagine dragons;Imagine Dragons;Believer;0.776;0.78;0.081;0.666;imagine dragons
2017-04-08;20;my fault;imagine dragons;Imagine Dragons;My Fault;0.596;0.814;0.112;0.519;imagine dragons
2017-04-08;20;heathens;twenty one pilots;Twenty One Pilots;Heathens;0.732;0.396;0.105;0.548;twenty one pilots
2017-04-08;20;the black;asking alexandria;Asking Alexandria;The Black;0.417;0.954;0.407;0.146;asking alexandria
2017-04-11;17;courtesy call;thousand foot krutch;Thousand Foot Krutch;Courtesy Call;0.531;0.638;0.0822;0.445;thousand foot krutch
2017-04-11;17;zombie;the cranberries;The Cranberries;Zombie;0.252;0.738;0.375;0.256;the cranberries
2017-04-11;17;"i know you - from the ""fifty shades of grey"" soundtrack";skylar grey;Skylar Grey;"I Know You - From The ""Fifty Shades Of Grey"" Soundtrack";0.421;0.409;0.107;0.152;skylar grey
2017-04-11;17;wolf in sheep's clothing;set it off;"Set It Off;William Beckett";Wolf in Sheep's Clothing;0.445;0.907;0.403;0.71;set it off
2017-04-11;17;"i know you - from the ""fifty shades of grey"" soundtrack";skylar grey;Skylar Grey;"I Know You - From The ""Fifty Shades Of Grey"" Soundtrack";0.421;0.409;0.107;0.152;skylar grey
2017-05-31;4;whatever it takes;imagine dragons;Imagine Dragons;Whatever It Takes;0.672;0.655;0.117;0.556;imagine dragons
2017-05-31;4;believer;imagine dragons;Imagine Dragons;Believer;0.776;0.78;0.081;0.666;imagine dragons
2017-05-31;5;radioactive;imagine dragons;Imagine Dragons;Radioactive;0.448;0.784;0.668;0.236;imagine dragons
2017-05-31;5;radioactive;imagine dragons;Imagine Dragons;Radioactive;0.448;0.784;0.668;0.236;imagine dragons
2017-05-31;5;warriors;imagine dragons;Imagine Dragons;Warriors;0.365;0.851;0.237;0.309;imagine dragons
2017-05-31;20;it's time;imagine dragons;Imagine Dragons;It's Time;0.656;0.884;0.144;0.86;imagine dragons
2017-05-31;20;it's time;imagine dragons;Imagine Dragons;It's Time;0.673;0.839;0.124;0.887;imagine dragons
2017-05-31;20;on top of the world;imagine dragons;Imagine Dragons;On Top Of The World;0.588;0.925;0.0881;0.759;imagine dragons
2017-05-31;20;on top of the world;imagine dragons;Imagine Dragons;On Top Of The World;0.635;0.926;0.0928;0.761;imagine dragons
2017-05-31;20;bleeding out;imagine dragons;Imagine Dragons;Bleeding Out;0.299;0.754;0.103;0.295;imagine dragons
2017-05-31;21;cha-ching (till we grow older);imagine dragons;Imagine Dragons;Cha-Ching (Till We Grow Older);0.515;0.867;0.076;0.134;imagine dragons
2017-05-31;21;tiptoe;imagine dragons;Imagine Dragons;Tiptoe;0.527;0.82;0.0882;0.25;imagine dragons
2017-05-31;21;tokyo;imagine dragons;Imagine Dragons;Tokyo;0.655;0.683;0.123;0.684;imagine dragons
2017-06-01;1;believer;imagine dragons;Imagine Dragons;Believer;0.776;0.78;0.081;0.666;imagine dragons
2017-06-01;1;cha-ching (till we grow older);imagine dragons;Imagine Dragons;Cha-Ching (Till We Grow Older);0.515;0.867;0.076;0.134;imagine dragons
2017-06-01;1;on top of the world;imagine dragons;Imagine Dragons;On Top Of The World;0.588;0.925;0.0881;0.759;imagine dragons
2017-06-01;1;on top of the world;imagine dragons;Imagine Dragons;On Top Of The World;0.635;0.926;0.0928;0.761;imagine dragons
2017-06-01;1;it's time;imagine dragons;Imagine Dragons;It's Time;0.656;0.884;0.144;0.86;imagine dragons
2017-06-01;1;it's time;imagine dragons;Imagine Dragons;It's Time;0.673;0.839;0.124;0.887;imagine dragons
2017-06-01;1;it's time;imagine dragons;Imagine Dragons;It's Time;0.656;0.884;0.144;0.86;imagine dragons
2017-06-01;1;it's time;imagine dragons;Imagine Dragons;It's Time;0.673;0.839;0.124;0.887;imagine dragons
2017-06-01;1;on top of the world;imagine dragons;Imagine Dragons;On Top Of The World;0.588;0.925;0.0881;0.759;imagine dragons
2017-06-01;1;on top of the world;imagine dragons;Imagine Dragons;On Top Of The World;0.635;0.926;0.0928;0.761;imagine dragons
2017-06-01;20;it's time;imagine dragons;Imagine Dragons;It's Time;0.656;0.884;0.144;0.86;imagine dragons
2017-06-01;20;it's time;imagine dragons;Imagine Dragons;It's Time;0.673;0.839;0.124;0.887;imagine dragons
2017-06-01;20;on top of the world;imagine dragons;Imagine Dragons;On Top Of The World;0.588;0.925;0.0881;0.759;imagine dragons
2017-06-01;20;on top of the world;imagine dragons;Imagine Dragons;On Top Of The World;0.635;0.926;0.0928;0.761;imagine dragons
2017-06-01;20;bleeding out;imagine dragons;Imagine Dragons;Bleeding Out;0.299;0.754;0.103;0.295;imagine dragons
2017-06-01;21;cha-ching (till we grow older);imagine dragons;Imagine Dragons;Cha-Ching (Till We Grow Older);0.515;0.867;0.076;0.134;imagine dragons
2017-06-01;21;tiptoe;imagine dragons;Imagine Dragons;Tiptoe;0.527;0.82;0.0882;0.25;imagine dragons
2017-06-01;21;tokyo;imagine dragons;Imagine Dragons;Tokyo;0.655;0.683;0.123;0.684;imagine dragons
2017-06-02;4;warriors;imagine dragons;Imagine Dragons;Warriors;0.365;0.851;0.237;0.309;imagine dragons
2017-06-02;12;demons;imagine dragons;Imagine Dragons;Demons;0.505;0.71;0.269;0.428;imagine dragons
2017-06-02;12;demons;imagine dragons;Imagine Dragons;Demons;0.505;0.71;0.329;0.428;imagine dragons
2017-06-02;12;it's time;imagine dragons;Imagine Dragons;It's Time;0.656;0.884;0.144;0.86;imagine dragons
2017-06-02;12;it's time;imagine dragons;Imagine Dragons;It's Time;0.673;0.839;0.124;0.887;imagine dragons
2017-06-02;12;on top of the world;imagine dragons;Imagine Dragons;On Top Of The World;0.588;0.925;0.0881;0.759;imagine dragons
2017-06-02;12;on top of the world;imagine dragons;Imagine Dragons;On Top Of The World;0.635;0.926;0.0928;0.761;imagine dragons
2017-06-09;21;it's time;imagine dragons;Imagine Dragons;It's Time;0.656;0.884;0.144;0.86;imagine dragons
2017-06-09;21;it's time;imagine dragons;Imagine Dragons;It's Time;0.673;0.839;0.124;0.887;imagine dragons
2017-06-09;21;on top of the world;imagine dragons;Imagine Dragons;On Top Of The World;0.588;0.925;0.0881;0.759;imagine dragons
2017-06-09;21;on top of the world;imagine dragons;Imagine Dragons;On Top Of The World;0.635;0.926;0.0928;0.761;imagine dragons
2017-06-09;21;monster;exo;EXO;Monster;0.618;0.76;0.127;0.541;exo
2017-06-09;21;monster;exo;EXO;Monster;0.618;0.76;0.127;0.541;exo
2017-06-10;6;monster;exo;EXO;Monster;0.618;0.76;0.127;0.541;exo
2017-06-10;6;monster;exo;EXO;Monster;0.618;0.76;0.127;0.541;exo
2017-06-10;6;believer - kaskade remix;imagine dragons;"Imagine Dragons;Kaskade";Believer - Kaskade Remix;0.73;0.634;0.118;0.182;imagine dragons
2017-06-10;6;believer;imagine dragons;Imagine Dragons;Believer;0.776;0.78;0.081;0.666;imagine dragons
2017-12-09;20;cha-ching (till we grow older);imagine dragons;Imagine Dragons;Cha-Ching (Till We Grow Older);0.515;0.867;0.076;0.134;imagine dragons
2017-12-09;20;bleeding out;imagine dragons;Imagine Dragons;Bleeding Out;0.299;0.754;0.103;0.295;imagine dragons
2017-12-09;20;tiptoe;imagine dragons;Imagine Dragons;Tiptoe;0.527;0.82;0.0882;0.25;imagine dragons
2017-12-09;20;whatever it takes;imagine dragons;Imagine Dragons;Whatever It Takes;0.672;0.655;0.117;0.556;imagine dragons
2018-04-26;5;riot;hollywood undead;Hollywood Undead;Riot;0.707;0.925;0.0617;0.584;hollywood undead
2018-04-27;6;riot;hollywood undead;Hollywood Undead;Riot;0.707;0.925;0.0617;0.584;hollywood undead
2018-04-27;13;crying over you;dead by april;Dead by April;Crying Over You;0.377;0.955;0.341;0.506;dead by april
2018-04-27;13;crying over you;dead by april;Dead by April;Crying Over You;0.377;0.955;0.341;0.506;dead by april
2018-04-27;16;something just like this;the chainsmokers;"The Chainsmokers;Coldplay";Something Just Like This;0.617;0.635;0.164;0.446;the chainsmokers
2018-04-27;17;calm down;krewella;Krewella;Calm Down;0.708;0.475;0.0465;0.162;krewella
2018-04-27;17;calm down;krewella;Krewella;Calm Down;0.708;0.475;0.0465;0.162;krewella
2018-04-29;18;undead;hollywood undead;Hollywood Undead;Undead;0.512;0.943;0.261;0.485;hollywood undead
2018-04-29;19;riot;hollywood undead;Hollywood Undead;Riot;0.707;0.925;0.0617;0.584;hollywood undead
2018-05-02;5;undead;hollywood undead;Hollywood Undead;Undead;0.512;0.943;0.261;0.485;hollywood undead
2018-05-02;5;riot;hollywood undead;Hollywood Undead;Riot;0.707;0.925;0.0617;0.584;hollywood undead
2018-05-02;11;undead;hollywood undead;Hollywood Undead;Undead;0.512;0.943;0.261;0.485;hollywood undead
2018-05-03;4;riot;hollywood undead;Hollywood Undead;Riot;0.707;0.925;0.0617;0.584;hollywood undead
2018-05-06;4;undead;hollywood undead;Hollywood Undead;Undead;0.512;0.943;0.261;0.485;hollywood undead
2018-05-06;4;riot;hollywood undead;Hollywood Undead;Riot;0.707;0.925;0.0617;0.584;hollywood undead
2018-05-06;7;undead;hollywood undead;Hollywood Undead;Undead;0.512;0.943;0.261;0.485;hollywood undead
2018-05-07;5;it's over when it's over;falling in reverse;Falling In Reverse;It's Over When It's Over;0.561;0.984;0.176;0.584;falling in reverse
2018-05-07;6;riot;hollywood undead;Hollywood Undead;Riot;0.707;0.925;0.0617;0.584;hollywood undead
2018-05-07;16;white rabbit;egypt central;Egypt Central;White Rabbit;0.49;0.887;0.0564;0.598;egypt central
2018-05-07;20;call on me - radio mix;eric prydz;Eric Prydz;Call on Me - Radio Mix;0.597;0.837;0.839;0.447;eric prydz
2018-05-08;6;undead;hollywood undead;Hollywood Undead;Undead;0.512;0.943;0.261;0.485;hollywood undead
2018-05-09;7;white rabbit;egypt central;Egypt Central;White Rabbit;0.49;0.887;0.0564;0.598;egypt central
2018-05-09;7;right left wrong;three days grace;Three Days Grace;Right Left Wrong;0.489;0.833;0.111;0.307;three days grace
2018-05-09;8;undead;hollywood undead;Hollywood Undead;Undead;0.512;0.943;0.261;0.485;hollywood undead
2018-05-09;9;riot;hollywood undead;Hollywood Undead;Riot;0.707;0.925;0.0617;0.584;hollywood undead
2018-05-10;17;riot;hollywood undead;Hollywood Undead;Riot;0.707;0.925;0.0617;0.584;hollywood undead
2018-05-11;10;riot;hollywood undead;Hollywood Undead;Riot;0.707;0.925;0.0617;0.584;hollywood undead
2018-05-11;10;born for greatness;papa roach;Papa Roach;Born For Greatness;0.525;0.85;0.0555;0.275;papa roach
2018-05-11;16;fluorescent adolescent;arctic monkeys;Arctic Monkeys;Fluorescent Adolescent;0.654;0.828;0.122;0.79;arctic monkeys
2018-05-12;7;undead;hollywood undead;Hollywood Undead;Undead;0.512;0.943;0.261;0.485;hollywood undead
2018-05-12;15;undead;hollywood undead;Hollywood Undead;Undead;0.512;0.943;0.261;0.485;hollywood undead
2018-05-14;5;undead;hollywood undead;Hollywood Undead;Undead;0.512;0.943;0.261;0.485;hollywood undead
2018-05-14;5;undead;hollywood undead;Hollywood Undead;Undead;0.512;0.943;0.261;0.485;hollywood undead
2018-05-14;13;undead;hollywood undead;Hollywood Undead;Undead;0.512;0.943;0.261;0.485;hollywood undead
2018-05-14;15;riot;hollywood undead;Hollywood Undead;Riot;0.707;0.925;0.0617;0.584;hollywood undead
2018-05-14;15;riot;hollywood undead;Hollywood Undead;Riot;0.707;0.925;0.0617;0.584;hollywood undead
2018-05-16;4;wretches and kings;linkin park;Linkin Park;Wretches and Kings;0.595;0.961;0.803;0.588;linkin park
2018-05-16;4;wretches and kings;linkin park;Linkin Park;Wretches and Kings;0.595;0.961;0.803;0.588;linkin park
2018-05-16;4;wretches and kings;linkin park;Linkin Park;Wretches and Kings;0.595;0.961;0.803;0.588;linkin park
2018-05-16;4;wretches and kings;linkin park;Linkin Park;Wretches and Kings;0.595;0.961;0.803;0.588;linkin park
2018-05-16;5;born for greatness;papa roach;Papa Roach;Born For Greatness;0.525;0.85;0.0555;0.275;papa roach
2018-05-16;5;riot;hollywood undead;Hollywood Undead;Riot;0.707;0.925;0.0617;0.584;hollywood undead
2018-05-17;17;for the glory;all good things;All Good Things;For the Glory;0.485;0.892;0.1;0.576;all good things
2018-05-17;17;hope of morning;icon for hire;Icon For Hire;Hope of Morning;0.545;0.832;0.162;0.358;icon for hire
2018-05-18;14;undead;hollywood undead;Hollywood Undead;Undead;0.512;0.943;0.261;0.485;hollywood undead
2018-05-18;14;riot;hollywood undead;Hollywood Undead;Riot;0.707;0.925;0.0617;0.584;hollywood undead
2018-05-20;11;riot;hollywood undead;Hollywood Undead;Riot;0.707;0.925;0.0617;0.584;hollywood undead
2018-05-20;13;undead;hollywood undead;Hollywood Undead;Undead;0.512;0.943;0.261;0.485;hollywood undead
2018-05-21;13;undead;hollywood undead;Hollywood Undead;Undead;0.512;0.943;0.261;0.485;hollywood undead
2018-05-21;15;riot;hollywood undead;Hollywood Undead;Riot;0.707;0.925;0.0617;0.584;hollywood undead
2018-05-21;18;riot;hollywood undead;Hollywood Undead;Riot;0.707;0.925;0.0617;0.584;hollywood undead
2018-05-21;18;riot;hollywood undead;Hollywood Undead;Riot;0.707;0.925;0.0617;0.584;hollywood undead
2018-05-23;5;undead;hollywood undead;Hollywood Undead;Undead;0.512;0.943;0.261;0.485;hollywood undead
2018-05-23;5;undead;hollywood undead;Hollywood Undead;Undead;0.512;0.943;0.261;0.485;hollywood undead
2018-05-24;5;riot;hollywood undead;Hollywood Undead;Riot;0.707;0.925;0.0617;0.584;hollywood undead
2018-05-24;13;undead;hollywood undead;Hollywood Undead;Undead;0.512;0.943;0.261;0.485;hollywood undead
2018-05-24;13;undead;hollywood undead;Hollywood Undead;Undead;0.512;0.943;0.261;0.485;hollywood undead
2018-05-24;20;shape of you - rock;our last night;Our Last Night;Shape of You - Rock;0.554;0.959;0.286;0.349;our last night
2018-05-24;20;shape of you - rock;our last night;Our Last Night;Shape of You - Rock;0.554;0.959;0.286;0.349;our last night
2018-05-25;5;riot;hollywood undead;Hollywood Undead;Riot;0.707;0.925;0.0617;0.584;hollywood undead
2018-05-25;5;shape of you - rock;our last night;Our Last Night;Shape of You - Rock;0.554;0.959;0.286;0.349;our last night
2018-05-25;8;riot;hollywood undead;Hollywood Undead;Riot;0.707;0.925;0.0617;0.584;hollywood undead
2018-05-25;15;riot;hollywood undead;Hollywood Undead;Riot;0.707;0.925;0.0617;0.584;hollywood undead
2018-05-25;15;undead;hollywood undead;Hollywood Undead;Undead;0.512;0.943;0.261;0.485;hollywood undead
2018-05-25;20;white rabbit;egypt central;Egypt Central;White Rabbit;0.49;0.887;0.0564;0.598;egypt central
2018-05-25;20;the violence;rise against;Rise Against;The Violence;0.296;0.921;0.0804;0.559;rise against
2018-05-26;7;monster;meg & dia;Meg & Dia;Monster;0.35;0.834;0.149;0.424;meg & dia
2018-05-26;13;hero;skillet;Skillet;Hero;0.533;0.967;0.336;0.782;skillet
2018-05-26;13;bring me to life;evanescence;Evanescence;Bring Me To Life;0.318;0.943;0.242;0.298;evanescence
2018-05-26;13;awake and alive;skillet;Skillet;Awake and Alive;0.434;0.939;0.491;0.569;skillet
2018-05-26;13;courtesy call;thousand foot krutch;Thousand Foot Krutch;Courtesy Call;0.531;0.638;0.0822;0.445;thousand foot krutch
2018-05-26;13;courtesy call;thousand foot krutch;Thousand Foot Krutch;Courtesy Call;0.531;0.638;0.0822;0.445;thousand foot krutch
2018-05-26;20;riot;hollywood undead;Hollywood Undead;Riot;0.707;0.925;0.0617;0.584;hollywood undead
2018-05-26;20;burn the house down;ajr;AJR;Burn the House Down;0.454;0.66;0.181;0.568;ajr
2018-05-26;20;feel invincible;skillet;Skillet;Feel Invincible;0.603;0.886;0.26;0.395;skillet
2018-05-26;20;jekyll and hyde;five finger death punch;Five Finger Death Punch;Jekyll and Hyde;0.537;0.964;0.0564;0.712;five finger death punch
2018-05-26;20;jekyll and hyde;five finger death punch;Five Finger Death Punch;Jekyll and Hyde;0.537;0.964;0.0564;0.712;five finger death punch
2018-05-27;20;i am machine;three days grace;Three Days Grace;I Am Machine;0.402;0.97;0.189;0.476;three days grace
2018-05-27;20;red cold river;breaking benjamin;Breaking Benjamin;Red Cold River;0.376;0.967;0.0575;0.226;breaking benjamin
2018-05-28;4;monster;meg & dia;Meg & Dia;Monster;0.35;0.834;0.149;0.424;meg & dia
2018-05-28;5;riot;hollywood undead;Hollywood Undead;Riot;0.707;0.925;0.0617;0.584;hollywood undead
2018-05-28;6;monster;meg & dia;Meg & Dia;Monster;0.35;0.834;0.149;0.424;meg & dia
2018-05-28;13;undead;hollywood undead;Hollywood Undead;Undead;0.512;0.943;0.261;0.485;hollywood undead
